uniqueID,lat,long,XFT database,Group,Family,Genus,Species,class_gbif,order_gbif,family_gbif,binomial_gnr,genus_gnr,species_gnr,subsp/var/f/hybrid/mutant,subsp. Name,Plant organ,Developmental stage,Growth form,N / G,"Mega-, meso-, micro-, 4",Height max (m),Height actual (m),DBH (cm),Year,Month(s),Day,Hemisphere,P50,P50 number of samples,P50 SD,P50 SE,P12,P88,Curve,Equation,P50 method,Ks (kg m-1 MPa-1 s-1),"Ks SE (standard error, kg m-1 MPa-1 s-1)",KL (kg m-1 MPa-1 s-1),"KL SE (standard error, kg m-1 MPa-1 s-1)",psi-min predawn (MPa),SE psi-min predawn (MPa),psi- min midday (MPa),SE psi-min midday (MPa),Huber value (m2 m-2),Leaf to sapwood area ratio (m2 m-2),Sapwood capacitance (kg m-3 MPa-1),Av. tracheid length (?m),Av. vessel length (cm),Vessel length method,Max vessel length (cm),Av. conduit diameter (?m),dh mean hydraulic diameter (?m),Conduit density per mm2,Vessel grouping index,Ac (intervessel contact fraction),Intervessel pit membrane surface area (µm2),Interconduit pit diameter (?m),Outer pit aperture diameter (?m),Aperture/pit size,Pit membrane thickness (nm),Torus diameter (um),Torus overlap,Vestured pits,Fp (pit fraction),Ap (interconduit pit (membrane) area mm2),Porosity,Perforation plates,Ground tissue,Vasicentric tracheids,MOR (MPa),EI (N m2),MOE (MPa),t (interconduit cell wall thickness; um),(t/b)2,d (g/cm3),SLA (cm2 g-1),LMA (g m-2),Leaf size (cm2),K_leaf_max,Total stomata density,Stomatal index,Gs (mol m-2 s-1),Gsmin (mol m-2 s-1),Gcut (mol m-2 s-1),Phenology,Amax (micromol/m2/s),d13C,TLP (MPa),Location,Country,Altitude (m),Altitude provenance (m),Soil density (kg/m?),Sand (%),Clay (%),Silt (%) (= 100% - % clay - % sand),Short reference (authors year),Reference - DOI number,Contributor I name,Contributor II name = ROW DOUBLE-CHECKED,Notes
2354,41.84194444,1.938888889,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,12.12,,,,,,-4.958259306,5,0.534506716,,,,S,PW,DH,0.3708,0.046515451,0.00017571,2.67E-05,,,,,0.000493209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505048635,4.942551859,,,,,,,,,,,-20.27552026,-2.324952,plot 81270,Spain,559.24,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2355,41.71611111,1.965555556,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,11.74,,,,,,-5.320594079,5,0.531701706,,,,S,PW,DH,0.5705,0.039314402,0.000332211,6.71E-05,,,,,0.000619009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512564155,4.446255717,,,,,,,,,,,-19.50423332,-2.335352,plot 81909,Spain,521.749,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2356,41.63555556,2.0025,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,14.26,,,,,,-5.027529953,5,0.277271804,,,,S,PW,DH,0.346616667,0.043088456,0.0001981,4.56E-05,,,,,0.000601571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521764238,4.837110808,,,,,,,,,,,-18.93865479,-2.312472,plot 82798,Spain,643.571,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2357,41.62611111,1.930555556,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,9.02,,,,,,-5.197913622,5,0.371521311,,,,S,PW,DH,0.444366667,0.026771585,0.000226695,5.16E-05,,,,,0.000499926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50921303,5.025324675,,,,,,,,,,,-18.1630532,-2.463064,plot 82812,Spain,469.51,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2358,41.34777778,1.9,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,8.68,,,,,,-4.7900222,5,0.350705866,,,,S,PW,DH,0.394833333,0.036152647,0.000199657,3.07E-05,,,,,0.000543488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527239338,4.732283608,,,,,,,,,,,-17.61788349,-2.527544,plot 83454,Spain,NA,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2359,41.45833333,2.161944444,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,17.88,,,,,,-4.542032874,5,0.197265621,,,,S,PW,DH,0.408633333,0.048409406,0.000252353,5.15E-05,,,,,0.000606023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496180589,5.515692178,,,,,,,,,,,-18.42426631,-2.69956,plot 83478,Spain,NA,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2360,42.14444444,2.986388889,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,12.66,,,,,,-4.623092066,5,0.116396186,,,,S,PW,DH,0.4777,0.024719673,0.000282296,5.52E-05,,,,,0.000606869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541552851,5.119990028,,,,,,,,,,,-19.43878006,-2.403992,plot 171694,Spain,92.273,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2361,42.12638889,2.950555556,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,11.32,,,,,,-4.61226026,5,0.067169724,,,,S,PW,DH,0.4154,0.069335829,0.000207251,5.61E-05,,,,,0.000475709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5515137,5.297891685,,,,,,,,,,,-20.29032338,-2.312472,plot 171709,Spain,115.583,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2362,41.47,1.034722222,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,8.98,,,,,,-4.61427027,5,0.167398428,,,,S,PW,DH,0.588633333,0.084606054,0.000246829,4.43E-05,,,,,0.000425226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.518828975,4.875645301,,,,,,,,,,,-17.94617886,-2.43852,plot 253222,Spain,580.114,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2363,41.44138889,0.951944444,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,7.32,,,,,,-4.649432574,5,0.296809365,,,,S,PW,DH,0.546466667,0.013510017,0.000235669,1.32E-05,,,,,0.000434816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511891976,4.659820848,,,,,,,,,,,-18.68139612,-2.408984,plot 254084,Spain,535.994,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2364,41.38944444,1.061111111,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,13.5,,,,,,-4.61399814,5,0.370334921,,,,S,PW,DH,0.559066667,0.026491225,0.000190684,5.12E-05,,,,,0.000338787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547299315,4.765860682,,,,,,,,,,,-18.5781072,-2.313304,plot 430066,Spain,525.698,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2365,41.35166667,0.967222222,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,9.42,,,,,,-4.701767659,5,0.200993485,,,,S,PW,DH,0.509423333,0.067877805,0.000210075,4.60E-05,,,,,0.000397395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490434917,4.621096938,,,,,,,,,,,-19.11796861,-2.151896,plot 430101,Spain,829.189,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2366,41.41222222,1.396388889,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,11.28,,,,,,-5.662701487,5,0.586839958,,,,S,PW,DH,0.289563333,0.019006729,0.000147388,2.82E-05,,,,,0.000504373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527881391,4.622644787,,,,,,,,,,,-18.34841655,-2.391512,plot 430208,Spain,559.19,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2367,41.31361111,0.8475,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,9.96,,,,,,-4.612241156,5,0.171654351,,,,S,PW,DH,0.354566667,0.014781238,0.000125924,2.46E-05,,,,,0.000351891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57396568,4.7620909,,,,,,,,,,,-18.95552872,-2.206808,plot 430584,Spain,588.955,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2368,40.96055556,0.765,2013-2020 period,gymnosperm,Pinaceae,Pinus,halepensis,Pinopsida,Pinales,Pinaceae,Pinus halepensis,Pinus,halepensis,,,S,A,T,N,1,20,10.32,,,,,,-5.054030752,5,0.329083381,,,,S,PW,DH,0.415266667,0.071808186,0.000269687,7.76E-05,,,,,0.000595383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586096453,4.539623931,,,,,,,,,,,-18.24730097,-2.422296,plot 432105,Spain,261.101,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2369,42.03805556,1.718055556,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,13.96,,,,,,-4.139918065,5,0.113993256,,,,S,PW,DH,0.425633333,0.055533809,0.000327433,0.000149989,,,,,0.000286847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552977369,4.671385074,,,,,,,,,,,-19.39022335,-2.103224,plot 80325,Spain,844.18,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2370,42.01027778,1.670833333,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,8.26,,,,,,-3.883599965,5,0.055605767,,,,S,PW,DH,0.428233333,0.035903404,0.00017343,2.08E-05,,,,,0.000304919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554164215,4.650726023,,,,,,,,,,,-20.21419758,-2.216376,plot 80348,Spain,718.213,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2371,41.58638889,1.4525,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,10.76,,,,,,-3.182018497,5,0.2298498,,,,S,PW,DH,0.3094,0.038436297,0.000114117,1.63E-05,,,,,0.000416245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587540911,4.134145724,,,,,,,,,,,-19.04834522,-2.115288,plot 82469,Spain,NA,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2372,41.87722222,1.841944444,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,11.58,,,,,,-3.649447285,5,0.179933676,,,,S,PW,DH,0.414666667,0.04794334,0.000194473,3.12E-05,,,,,0.000393399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.499968276,4.65439975,,,,,,,,,,,-19.61193263,-2.253816,plot 84018,Spain,426.953,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2373,42.03888889,1.138333333,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,8.46,,,,,,-3.362326029,5,0.190453107,,,,S,PW,DH,0.353633333,0.046525065,0.000131027,1.98E-05,,,,,0.000202625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.499303065,4.481574023,,,,,,,,,,,-19.55068908,-2.273784,plot 251951,Spain,749.684,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2374,42.09777778,1.451388889,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,14.16,,,,,,-3.060434226,5,0.132114764,,,,S,PW,DH,0.27345,0.028490229,9.95E-05,1.58E-05,,,,,0.000292213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522224049,5.028677382,,,,,,,,,,,-19.53590724,-2.3886,plot 252175,Spain,796.549,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2375,42.06972222,1.366944444,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,10.26,,,,,,-3.732044973,5,0.226496909,,,,S,PW,DH,0.24801,0.031456744,0.000121393,1.37E-05,,,,,0.000405028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488064473,4.343495438,,,,,,,,,,,-19.20659384,-2.274616,plot 252224,Spain,807.775,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2376,42.07083333,1.439166667,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,10.26,,,,,,-3.681427872,5,0.193309439,,,,S,PW,DH,0.4029,0.021612985,0.000225233,2.10E-05,,,,,0.000292918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524808596,4.280303334,,,,,,,,,,,-19.25302269,-2.327864,plot 252228,Spain,664.277,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2377,42.05166667,1.355277778,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,11.92,,,,,,-3.878262301,5,0.118571301,,,,S,PW,DH,0.322733333,0.012673967,0.000155327,2.66E-05,,,,,0.000286874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50985853,4.470909571,,,,,,,,,,,-18.97029386,-2.296248,plot 252260,Spain,665.625,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2378,42.03361111,1.343333333,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,14.3,,,,,,-3.265024646,5,0.096101666,,,,S,PW,DH,0.3658,0.052481436,0.0003116,1.37E-05,,,,,0.001015261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475034112,4.20141769,,,,,,,,,,,-20.23957159,-2.342424,plot 252298,Spain,499.923,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2379,42.06277778,1.548333333,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,11.92,,,,,,-3.723647708,5,0.103460718,,,,S,PW,DH,0.26571,0.018078738,0.00012357,2.30E-05,,,,,0.000239136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535547997,4.450823839,,,,,,,,,,,-18.58864593,-2.10156,plot 252482,Spain,949.097,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2380,42.03666667,1.5975,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,8.62,,,,,,-4.083623632,5,0.150297803,,,,S,PW,DH,0.295683333,0.027902498,0.00014468,2.45E-05,,,,,0.0003276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488309174,4.165675243,,,,,,,,,,,-18.94920093,-2.243416,plot 252523,Spain,917.44,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2381,42.03666667,1.645833333,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,8.44,,,,,,-3.635799398,5,0.199722836,,,,S,PW,DH,0.283733333,0.031634747,0.000135793,1.99E-05,,,,,0.000367972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531781935,4.195862068,,,,,,,,,,,-18.55703038,-2.30748,plot 252526,Spain,792.193,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2382,41.96027778,1.321388889,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,11.3,,,,,,-3.106951356,5,0.138214374,,,,S,PW,DH,0.404196667,0.061829765,0.000140787,1.94E-05,,,,,0.000440528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.480959532,4.810395892,,,,,,,,,,,-19.07155197,-2.334104,plot 252810,Spain,586.413,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2383,41.41361111,1.431388889,2013-2020 period,gymnosperm,Pinaceae,Pinus,nigra,Pinopsida,Pinales,Pinaceae,Pinus nigra,Pinus,nigra,,,S,A,T,N,1,35,8.52,,,,,,-3.33191523,5,0.24493641,,,,S,PW,DH,0.518933333,0.038097339,0.000193787,2.63E-05,,,,,0.000296278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50296936,4.550236937,,,,,,,,,,,-20.43837803,-2.22844,plot 430211,Spain,868.403,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2384,42.08305556,1.7175,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,11.22,,,,,,-3.873488324,5,0.093744067,,,,S,PW,DH,0.347666667,0.035221206,0.000107377,1.52E-05,,,,,0.00025724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447752345,6.09059278,,,,,,,,,,,-19.79359438,-2.165624,plot 80292,Spain,1335.728,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2385,42.22166667,2.09,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,8.86,,,,,,-2.787364123,5,0.114063311,,,,S,PW,DH,0.3966,0.047764718,0.000126163,8.74E-06,,,,,0.000293462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504721209,5.768852698,,,,,,,,,,,-21.40601214,-1.923096,plot 170410,Spain,1271.352,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2386,42.26861111,2.380833333,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,12.64,,,,,,-3.453898476,5,0.122023912,,,,S,PW,DH,0.362113333,0.031213193,0.000146467,2.27E-05,,,,,0.000246161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507753889,5.992293309,,,,,,,,,,,-21.31488801,-1.911864,plot 170557,Spain,919.451,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2387,42.47944444,1.100833333,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,9.8,,,,,,-3.184654051,5,0.28732961,,,,S,PW,DH,0.488013333,0.070106805,0.000238483,3.67E-05,,,,,0.000224439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392100488,5.536412948,,,,,,,,,,,-20.75789829,-2.059544,plot 250622,Spain,1556.925,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2388,42.36166667,1.043888889,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,14.5,,,,,,-3.479775733,5,0.041018743,,,,S,PW,DH,0.3599,0.015200292,0.000116967,1.50E-05,,,,,0.000469921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472727598,6.259079819,,,,,,,,,,,-22.85981956,-1.99132,plot 250701,Spain,1396.623,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2389,42.43055556,1.37,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,10.38,,,,,,-3.605391893,5,0.057002552,,,,S,PW,DH,0.3055,0.017763336,0.00012388,2.04E-05,,,,,0.00037802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45998898,5.583248336,,,,,,,,,,,-21.21742424,-1.90812,plot 250868,Spain,1990.953,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2390,42.39583333,1.516111111,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,10.86,,,,,,-4.19496727,5,0.119956238,,,,S,PW,DH,0.346866667,0.031258483,0.000133347,1.90E-05,,,,,0.000251561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425984016,5.512703546,,,,,,,,,,,-19.23824942,-2.044152,plot 251072,Spain,1443.78,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
2391,42.50027778,0.735,2013-2020 period,gymnosperm,Pinaceae,Pinus,sylvestris,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,S,A,T,N,1,30,16.26,,,,,,-3.259171053,5,0.081205069,,,,S,PW,DH,0.342416667,0.036963477,0.000135797,9.38E-06,,,,,0.000277856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442354399,6.256869246,,,,,,,,,,,-21.18776502,-1.904376,plot 254110,Spain,1639.474,,,,,,Rosas et al. 2019,10.1111/nph.15684,Mencuccini/Poyatos,Scott McAdam,Height actualÕ corresponds to mean tree height. Delta13C calculated assuming air delta13C = -8 permil.
